Meet,1138,0.902479,172.30.1.250,172.30.1.1,QUIC,108
Meet,1139,0.904156999999998,172.30.1.1,172.30.1.250,QUIC,108
Meet,1140,1.004869,172.30.1.1,172.30.1.250,QUIC,104
Meet,1141,1.175567,172.30.1.1,172.30.1.250,QUIC,104
Meet,1142,1.221968,172.30.1.250,172.30.1.1,QUIC,104
Meet,1143,1.236593,172.30.1.250,172.30.1.1,QUIC,104
Meet,1144,1.440386,172.30.1.1,172.30.1.250,QUIC,104
Meet,1145,1.535251,172.30.1.250,172.30.1.1,QUIC,104
Meet,1146,1.741355,172.30.1.1,172.30.1.250,QUIC,104
Meet,1147,1.794415,172.30.1.250,172.30.1.1,QUIC,104
Meet,1148,2.000788,172.30.1.1,172.30.1.250,QUIC,104
Meet,1149,2.176537,172.30.1.250,172.30.1.1,QUIC,104
Meet,1150,2.382279,172.30.1.1,172.30.1.250,QUIC,104
Meet,1151,2.495304,172.30.1.250,172.30.1.1,QUIC,104
Teams,1152,2.641708,172.30.1.1,172.30.1.250,TLSv1.2,2156
Teams,1153,2.642589,172.30.1.250,172.30.1.1,TCP,88
Meet,1154,2.701264,172.30.1.1,172.30.1.250,QUIC,104
Meet,1155,2.816511,172.30.1.250,172.30.1.1,QUIC,104
Teams,1156,2.817102,172.30.1.250,172.30.1.1,TLSv1.2,540
Teams,1157,2.817506,172.30.1.1,172.30.1.250,TCP,88
Meet,1158,3.230641,172.30.1.1,172.30.1.250,QUIC,104
Meet,1159,3.313427,172.30.1.250,172.30.1.1,QUIC,104
Teams,1160,3.498496,172.30.1.250,172.30.1.1,TLSv1.2,1804
Teams,1161,3.514338,172.30.1.1,172.30.1.250,TLSv1.2,344
Teams,1162,3.515009,172.30.1.250,172.30.1.1,TCP,88
Meet,1163,4.12606100000001,172.30.1.1,172.30.1.250,QUIC,104
Meet,1164,4.26155300000001,172.30.1.250,172.30.1.1,QUIC,104
WhatsApp,1165,4.28121400000001,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,1166,4.282087,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,1167,4.282377,172.30.1.1,172.30.1.250,TCP,124
WhatsApp,1168,4.28258099999999,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,1169,4.355302,172.30.1.1,172.30.1.250,DNS,112
WhatsApp,1170,4.376374,172.30.1.250,172.30.1.1,TCP,128
WhatsApp,1171,4.37667500000001,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,1172,4.420429,172.30.1.250,172.30.1.1,DNS,152
Accountable2You,1173,4.429883,172.30.1.1,172.30.1.250,TCP,108
Accountable2You,1174,4.483305,172.30.1.250,172.30.1.1,TCP,96
Accountable2You,1175,4.484162,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,1176,4.489897,172.30.1.1,172.30.1.250,TLSv1.3,604
Accountable2You,1177,4.491005,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,1178,4.562282,172.30.1.250,172.30.1.1,TLSv1.3,6616
Accountable2You,1179,4.565155,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,1180,4.571443,172.30.1.250,172.30.1.1,TLSv1.3,328
Accountable2You,1181,4.571798,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,1182,4.60816800000001,172.30.1.1,172.30.1.250,TLSv1.3,152
Accountable2You,1183,4.60897300000001,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,1184,4.613043,172.30.1.1,172.30.1.250,TLSv1.3,132
Accountable2You,1185,4.61332,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,1186,4.61376199999999,172.30.1.1,172.30.1.250,TLSv1.3,124
Accountable2You,1187,4.61383600000001,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,1188,4.61421300000001,172.30.1.1,172.30.1.250,TLSv1.3,124
Accountable2You,1189,4.614611,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,1190,4.615599,172.30.1.1,172.30.1.250,TLSv1.3,160
Accountable2You,1191,4.615746,172.30.1.250,172.30.1.1,TCP,88
Accountable2You,1192,4.664028,172.30.1.250,172.30.1.1,TLSv1.3,864
Accountable2You,1193,4.671339,172.30.1.1,172.30.1.250,TLSv1.3,112
